recording_file,sample_mid,is_positive
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,11139,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,6871,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7392,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,8653,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,6968,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,8639,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,10303,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,427,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11489,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,2219,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,8695,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,7628,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1844,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,4409,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,6557,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,2462,1
ARDG_AQUA bream 310gr 23 sm  281025 1233003.csv,795,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11114,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,8271,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,4478,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,3098,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,2171,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,4726,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,2329,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,9343,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,3769,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,10625,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,1514,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1308,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,685,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,8950,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,9507,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,6113,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,3543,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,10593,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,8458,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,7476,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,2796,0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,8677,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,2903,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,6592,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,5544,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,6242,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11847,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7837,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,4255,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,2379,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,2441,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,9693,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,2554,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,11401,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,2403,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,7963,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,8862,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,6526,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,4988,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,2257,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1703,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,1160,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,10535,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,6224,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,1681,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,6977,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,5680,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,4198,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,11120,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11163,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,265,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,10993,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,2228,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5159,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,9859,1
ARDG_AQUA bream 340gr 27cm  281025 1415002.csv,442,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,3282,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,5342,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,10678,0
ARDG_AQUA bream556gr 30cm  281025 1500003.csv,1431,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,10357,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,9345,1
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,3897,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,7162,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,10487,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,3103,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,316,0
ARDG_AQUA bream556gr 30cm  281025 1500003.csv,1448,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,1347,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,10368,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1930,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,498,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,6098,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,1518,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1464,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,3170,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,141,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,3886,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,3736,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,9034,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,5429,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5121,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,6041,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,6008,1
ARDG_AQUA bream556gr 30cm  281025 1500003.csv,472,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,8302,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,977,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,2699,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,2858,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,11137,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,3803,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,10005,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,1151,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,10901,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,10292,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,6322,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,7115,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,5415,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,6784,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,4229,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,6195,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5666,0
ARDG_AQUA bream 340gr 27cm  281025 1415002.csv,604,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,6709,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,12031,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,2887,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,4391,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4756,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,8759,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,4974,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,3240,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1129,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7660,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1923,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,4636,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,9854,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,6265,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,3872,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1216,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,4875,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,7457,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,8498,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,5188,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,7328,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,3215,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,6603,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,9477,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,10042,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,2492,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,11866,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7734,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,3811,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,3081,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,9961,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,9939,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,8255,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,6334,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,4382,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7104,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,4244,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,8370,1
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,5693,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,1369,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,4623,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,3428,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,499,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,7390,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,4069,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,8433,0
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,1413,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,1097,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,10346,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,887,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,3247,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,11429,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11473,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,8674,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,5782,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,8486,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,9689,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,10362,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,10088,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,3851,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1153,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,8463,0
ARDG_AQUA bream556gr 30cm  281025 1500003.csv,290,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,465,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,5289,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,5004,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,9127,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,3803,0
ARDG_AQUA bream 340gr 27cm  281025 1415002.csv,854,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,4989,0
ARDG_AQUA bream 310gr 23 sm  281025 1233003.csv,1059,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,2209,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,5163,0
ARDG_AQUA bream556gr 30cm  281025 1500003.csv,1377,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,11944,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,11180,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,11768,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8799,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,11881,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5625,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,8219,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,3715,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,6647,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,8295,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,10761,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,11671,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2314,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,8750,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,10728,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,1953,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,4562,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,5138,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,7905,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,11279,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,4376,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,5496,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,11301,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,11536,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,5540,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,1974,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,7500,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,5570,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,858,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,4719,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,3517,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5387,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,10264,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,8159,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,5268,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,4156,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,450,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,3391,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,7163,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,11849,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,358,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,8331,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,9303,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,7522,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,9984,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11297,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,5516,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5367,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,5191,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,4613,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,649,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,5291,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,5448,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,3230,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,1884,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,7436,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,4005,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,2193,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,5665,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,399,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2593,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,6736,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,11621,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,4332,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,1271,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,4346,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,577,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,8389,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8336,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,4488,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,3664,0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,9539,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,8418,0
ARDG_AQUA bream 310gr 23 sm  281025 1233003.csv,281,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,10437,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,10980,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,10367,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,872,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,5213,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,4916,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,9828,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,7805,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,8771,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,283,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,4879,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,229,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,6577,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,3467,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,11893,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,11279,0
ARDG_AQUA bream556gr 30cm  281025 1500003.csv,1362,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,5838,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,322,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,2905,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,10072,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2179,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,2907,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,6790,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,11010,0
ARDG_AQUA bream 340gr 27cm  281025 1415002.csv,614,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,4633,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,4118,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,1812,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,608,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,4341,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,4108,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,3532,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,367,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,509,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,4917,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,10139,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,10039,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,1682,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,2486,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,62,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,2295,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,5194,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7793,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,6036,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,11763,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,213,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7889,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,4617,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,3700,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,6597,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,835,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,9914,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,5646,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,5711,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,1808,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,10946,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,6255,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4025,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,11396,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,10333,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,2133,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,5556,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,5399,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,3944,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,7016,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,3171,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,2341,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,4539,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,10841,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,5435,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,1402,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,9768,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,7837,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,10338,0
ARDG_AQUA bream556gr 30cm  281025 1500003.csv,1056,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,10302,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,9453,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,6002,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,3963,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,2368,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,4968,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,3157,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,141,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,8524,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,2648,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,4399,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,10139,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,2070,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,4095,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,5208,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,239,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,6933,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,3639,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,6738,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,2581,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,1438,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4093,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,9054,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,7207,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,8545,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,5467,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,12036,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,10086,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2331,0
ARDG_AQUA bream 310gr 23 sm  281025 1233003.csv,1375,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,6226,0
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,912,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,2923,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,6460,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,9835,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,7351,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,565,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,5896,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1112,0
ARDG_AQUA bream 340gr 27cm  281025 1415002.csv,1561,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,7815,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,2518,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,1258,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,1202,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,9944,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,1065,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,5023,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,2171,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5229,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,8414,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,7846,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,11095,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,5068,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,1369,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1185,0
ARDG_AQUA bream 340gr 27cm  281025 1415002.csv,1181,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,7307,0
